20250616 13:27:30 America/New_York,534.59,98.3,65
20250616 13:28:00 America/New_York,534.85,702.83,445
20250616 13:28:30 America/New_York,534.87,344.56,193
20250616 13:29:00 America/New_York,534.76,404.69,281
20250616 13:29:30 America/New_York,534.76,191.41,104
20250616 13:30:00 America/New_York,534.94,491.46,318
20250616 13:30:30 America/New_York,535,521.52,328
20250616 13:31:00 America/New_York,534.73,654.08,478
20250616 13:31:30 America/New_York,534.86,239.78,153
20250616 13:32:00 America/New_York,534.75,230.21,167
20250616 13:32:30 America/New_York,534.74,119.27,101
20250616 13:33:00 America/New_York,534.71,165.81,112
20250616 13:33:30 America/New_York,534.66,160.91,97
20250616 13:34:00 America/New_York,534.68,196.21,111
20250616 13:34:30 America/New_York,534.77,76.6,58
20250616 13:35:00 America/New_York,534.7,209.77,115
20250616 13:35:30 America/New_York,534.57,250.99,135
20250616 13:36:00 America/New_York,534.69,149.3,121
20250616 13:36:30 America/New_York,534.63,141.04,77
20250616 13:37:00 America/New_York,534.65,140.63,70
20250616 13:37:30 America/New_York,534.67,115.31,86
20250616 13:38:00 America/New_York,534.65,277.49,162
20250616 13:38:30 America/New_York,534.62,95.14,53
20250616 13:39:00 America/New_York,534.55,93.3,58
20250616 13:39:30 America/New_York,534.5,103.68,68
20250616 13:40:00 America/New_York,534.5,187.19,91
20250616 13:40:30 America/New_York,534.57,162.57,83
20250616 13:41:00 America/New_York,534.64,304.14,194
20250616 13:41:30 America/New_York,534.67,81.22,68
20250616 13:42:00 America/New_York,534.66,171.62,107
20250616 13:42:30 America/New_York,534.56,250.69,107
20250616 13:43:00 America/New_York,534.56,163.56,59
20250616 13:43:30 America/New_York,534.46,158.4,119
20250616 13:44:00 America/New_York,534.43,166.7,75
20250616 13:44:30 America/New_York,534.43,76.93,63
20250616 13:45:00 America/New_York,534.53,142.93,97
20250616 13:45:30 America/New_York,534.51,70.82,57
20250616 13:46:00 America/New_York,534.32,181.61,147
20250616 13:46:30 America/New_York,534.48,159.59,141
20250616 13:47:00 America/New_York,534.5,210.26,138
20250616 13:47:30 America/New_York,534.43,104.85,68
20250616 13:48:00 America/New_York,534.42,70.97,42
20250616 13:48:30 America/New_York,534.54,49.6,31
20250616 13:49:00 America/New_York,534.59,144.66,98
20250616 13:49:30 America/New_York,534.53,45.52,21
20250616 13:50:00 America/New_York,534.57,64.64,51
20250616 13:50:30 America/New_York,534.6,58.81,47
20250616 13:51:00 America/New_York,534.56,57.22,43
20250616 13:51:30 America/New_York,534.65,156.31,80
20250616 13:52:00 America/New_York,534.39,300.43,251
20250616 13:52:30 America/New_York,534.39,120.85,67
20250616 13:53:00 America/New_York,534.48,92.32,73
20250616 13:53:30 America/New_York,534.48,36.46,35
20250616 13:54:00 America/New_York,534.49,71.13,46
20250616 13:54:30 America/New_York,534.29,202.17,133
20250616 13:55:00 America/New_York,534.19,278.33,175
20250616 13:55:30 America/New_York,534.2,82,43
20250616 13:56:00 America/New_York,534.21,197.72,76
20250616 13:56:30 America/New_York,534.19,234.48,66
20250616 13:57:00 America/New_York,534.04,117.08,87
20250616 13:57:30 America/New_York,533.94,301.39,179
20250616 13:58:00 America/New_York,533.92,387.08,184
20250616 13:58:30 America/New_York,533.9,261.17,177
